,cash,dates
1678,202066.90342354582,2019-12-04
1679,200547.84120515684,2019-12-05
1680,200547.84120515684,2019-12-06
1681,200547.84120515684,2019-12-09
1682,200547.84120515684,2019-12-10
1683,200547.84120515684,2019-12-11
1684,202711.71676750918,2019-12-12
1685,202711.71676750918,2019-12-12
1686,202711.71676750918,2019-12-13
1687,200547.9039754416,2019-12-16
1688,202814.00942201528,2019-12-17
1689,202814.00942201528,2019-12-17
1690,202814.00942201528,2019-12-18
1691,200604.4465594227,2019-12-19
1692,200631.59404906677,2019-12-20
1693,200664.066483324,2019-12-23
1694,202680.5548330071,2019-12-24
1695,202680.5548330071,2019-12-24
1696,202680.5548330071,2019-12-26
1697,200653.0721625024,2019-12-27
1698,200537.4375213167,2019-12-30
1699,200537.4375213167,2019-12-31
1700,200537.4375213167,2020-01-02
1701,200537.4375213167,2020-01-03
1702,200537.4375213167,2020-01-06
1703,200537.4375213167,2020-01-07
1704,200537.4375213167,2020-01-08
1705,200537.4375213167,2020-01-09
1706,200537.4375213167,2020-01-10
1707,200537.4375213167,2020-01-13
1708,200537.4375213167,2020-01-14
1709,200537.4375213167,2020-01-15
1710,200537.4375213167,2020-01-16
1711,202215.2187898628,2020-01-17
1712,202215.2187898628,2020-01-17
1713,200500.95980567054,2020-01-21
1714,200500.95980567054,2020-01-22
1715,200500.95980567054,2020-01-23
1716,200500.95980567054,2020-01-24
1717,200500.95980567054,2020-01-27
1718,200500.95980567054,2020-01-28
1719,200500.95980567054,2020-01-29
1720,200500.95980567054,2020-01-30
1721,200500.95980567054,2020-01-31
1722,200500.95980567054,2020-02-03
1723,200500.95980567054,2020-02-04
1724,200500.95980567054,2020-02-05
1725,200500.95980567054,2020-02-06
1726,202315.24719786004,2020-02-07
1727,202315.24719786004,2020-02-07
1728,202315.24719786004,2020-02-10
1729,202315.24719786004,2020-02-11
1730,202315.24719786004,2020-02-12
1731,202315.24719786004,2020-02-13
1732,200568.16496051222,2020-02-14
1733,200568.16496051222,2020-02-18
1734,200568.16496051222,2020-02-19
1735,200568.16496051222,2020-02-20
1736,200568.16496051222,2020-02-21
1737,203194.20249048562,2020-02-24
1738,203194.20249048562,2020-02-24
1739,203194.20249048562,2020-02-25
1740,203194.20249048562,2020-02-26
1741,203194.20249048562,2020-02-27
